groupId,label,status,count,category,subcategory,confidence,homogeneity,reviewSampleSize,examples
shock_absorber|амортиз|podveska|amortizatory,Амортизаторы,GROUP_REVIEW,16,podveska,amortizatory,0.88,1,8,"ЗЧМ-00123 Амортизатор багажника 2141 | ИН-00596 11-10239-SX Амортизатор капота Audi 100 | ИН-01231 Амортизатор. крышка капота Рено Логан | ИН-01232 Амортизатор крышки багажника Рено Дастер | ИН-01585 СВ00002 Амортизатор кр. багажника SKODA OCTAVIA 96 | КЗ-00566 Амортизатор крышки капота УАЗ-Хантер | КЗ-00736 Амортизатор крышки капота УАЗ-Патриот | КЗ-00770 Амортизатор капота УАЗ-Хантер ""Фенокс"""
kpp_parts|вилка-кпп|dvigatel-i-transmissiya|kpp,КПП,GROUP_REVIEW,16,dvigatel-i-transmissiya,kpp,0.915,1,8,ЗКГ-00092 Вилка КПП УАЗ-452 (нов. обр.) 3 шт | ЗЧМ-00608 Вилка КПП 2141 5-й передачи | ЗКГ-00091 Вилка КПП ГАЗ 4-х ступ. 3-4 передачи | ЗКГ-00114 Вилка КПП ГАЗ 5-ступ. 5 пер. и з/хода | ЗКГ-00178 Вилка КПП 5-ступ. 1-4 перед. ГАЗ | ЗКГ-00200 Вилка КПП УАЗ-469 (стар. обр.) 3-4 перед | ЗКГ-00212 Вилка КПП Волга 4-х ступ. заднего хода | ЗКГ-00282 Вилка КПП УАЗ-469 ст. обр. 1-2 перед.
misc_accessories|фаркоп|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,16,aksessuary,prochie-aksessuary,0.88,1,8,"Г-00191 Фаркоп 2115 (с электр.) | Г-00590 Фаркоп Гранта 2191 с 2016 г. | Г-00609 Фаркоп 2105 | Ж-00030 Фаркоп УАЗ-23632 Pickup | ИН-00808 Фаркоп | КЗ-01197 Фаркоп в сборе КАМАЗ | ЭО-00421 Набор электрики для фаркопа 1,5 м | А-01705 Крепление для велосипеда на фаркоп"
fuel_system|форсунки|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,16,dvigatel-i-transmissiya,toplivnaya-sistema,0.87,1,8,"КГ-01337 Уплотнительное кольцо топливной форсунки 7,7х13х2х2,5 мм 627.410 | Р-00074 Форсунки КАМАЗ | РГ-00225 Рем.к-т стакана форсунки | ДВ-00158 Форсунки Гранта н. обр. № 21127 | ДВ-00254 Кольцо форсунки ВАЗ 2110 (1 шт) | ДВ-00309 Форсунки 2110 (1 шт) ""Сименс"" | ДВ-00484 Форсунки Калина | ДВ-00703 Скоба крепления форсунки Vesta, X-RAY 1,6"
legacy_tormoznaya-sistema_remkomplekty-tormoznoy-sistemy|ремкомплект-главного-торм|tormoznaya-sistema|remkomplekty-tormoznoy-sistemy,remkomplekty-tormoznoy-sistemy,GROUP_REVIEW,16,tormoznaya-sistema,remkomplekty-tormoznoy-sistemy,0.89,1,8,ЗЧМ-00354 Ремкомплект главного тормозного 2140 | ЗЧМ-00003 Ремкомплект главного тормозного Москвич | ЗЧМ-00353 Ремкомплект главного тормозного 2141 | РГ-00042 Ремкомплект главного тормозного 3307 | РГ-00044 Ремкомплект главного тормозного УАЗ | РГ-00049 Ремкомплект главного тормозного Волга | РГ-00050 Ремкомплект главного тормозного ГАЗ-53 ст | РГ-00057 Ремкомплект главного тормозного ЗИЛ
bumper|бампер|kuzov-i-optika|bampery,Бамперы,GROUP_REVIEW,15,kuzov-i-optika,bampery,0.897,1,8,"А-00836 Решётка бампера 2110 | ЖЛ-00189 Бампер передний без кронштейна 2105 в сбо | ЖЛ-00190 Бампер задний без кронштейна 2105 в сборе | О-00712 Фонарь п/туман. зад. бампера УАЗ-Хантер, к | А-00831 Решётка бампера 2115 | А-00838 Решётка бампера 31105 | А-01156 Решетка бампера 2110 хром | А-01157 Решетка бампера 2115 хром"
sensor|дмрв|elektrika|datchiki,Датчики,GROUP_REVIEW,14,elektrika,datchiki,0.87,1,8,"ДВГ-01767 Шланг возд. фильтра к ДМРВ УАЗ-Хантер (д | ДВ-00315 Кольцо ДМРВ соединительное ВАЗ | ДВ-00612 ДМРВ Калина 11180-1130010-00 | ДВ-00696 ДМРВ ВАЗ 2108,2110, 2123,2170, 1118 с 2005 г.в. (0 280 218 116) | ДВ-00697 ДМРВ ВАЗ 2108,2110,2123 (до 2004 г.в.) (О 280 218 037) Хофер | ДВГ-01757 Шланг воздушного фильтра к ДМРВ УАЗ-Хант | РИ-00545 Патрубок ДМРВ Нива 21214 (7034) | РИ-00585 Патрубок ДМРВ 2123 силикон"
tools|трещотк|aksessuary|instrumenty,Инструменты,GROUP_REVIEW,14,aksessuary,instrumenty,0.82,1,8,И-00124 Набор головок 1/2 с трещоткой 11 пр. 6гр. | И-01386 Набор головок 1/2 с трещоткой 19 пр. | И-01388 Набор головок 1/4 с трещоткой и битами 27 | И-01396 Набор головок 1/4 28 пр. 6 гр. с трещоткой | И-00429 Набор головок 1/4 27 пр. 6 гр. с трещоткой | И-01387 Набор головок 1/2 с трещоткой + удлиннитель 19 пр. | И-01456 Рем. к-т трещотки 1/2 72 зуб. | И-01467 Рем.к-т трещотки 1/2 (45 зуб.)
wheel_accessories|гайка-колес|aksessuary|shiny-i-diski,Шины и диски,GROUP_REVIEW,14,aksessuary,shiny-i-diski,0.875,1,8,"ЗЧМ-00041 Гайка колес Москвич 2140 | К-00108 Гайка колёс Нива | К-00408 Гайка колес Нива (удлиненная) | К-00657 Гайка колес М12Х1.5 высокая (никель) | КГ-00028 Гайка колес Газель-Бычок | КГ-00144 Гайка колёс Таврия | КГ-00464 Гайка колес КАМАЗ | КГ-00773 Гайка колёс М12х1.25 с шайбой Nissan, Inf"
misc_accessories|канистра|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,13,aksessuary,prochie-aksessuary,0.873,1,8,"А-00327 Канистра 20 л | А-02227 Канистра пластиковая кр. 5 л | ГСМ-01087 Растворитель 646 ""Велтекс"" 10л канистра | ГСМ-01437 Обезжириватель (канистра) 5 л Welltex | ГСМ-01588 Незамерзающая жидкость ""Arctic formula"" 5 л (евро канистра) | ГСМ-01623 Обезжириватель (канистра) 5 л Welltex | А-00407 Канистра 10 л алюминиевая | А-00749 Канистра алюминиевая 20 л"
legacy_aksessuary_instrumenty|пассатиж|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,13,aksessuary,instrumenty,0.82,1,8,"И-01193 Пассатижи перестав. 400мм | И-00099 Пассатижи стопорных колец | И-00191 Пассатижи (самые малые) | И-00813 Пассатижи 160 мм ""Матрикс"" | И-01229 Пассатижи для стопор. колец гнутые разжим | И-01230 Пассатижи для стопорных колец гнутые сжим | И-01231 Пассатижи для стопорных колец прямые разжи | И-01232 Пассатижи для стопор. колец прямые сжим 32"
legacy_aksessuary_shiny-i-diski|болт-колеса|aksessuary|shiny-i-diski,shiny-i-diski,GROUP_REVIEW,13,aksessuary,shiny-i-diski,0.86,1,8,"К-00783 Болт колеса Largus, Vesta | КГ-00110 Болт 12х40х1.25 колеса для проставок | КГ-00140 Болт 12х50х1.25 колеса для проставок | КГ-00338 Болт М18*55*1.5 держ. запасн. колеса Кама | КГ-00586 Болт колеса 3110 удл. | КГ-00656 Болт колеса М12*1.75 конус (VOLVO 850) | КГ-00703 Болт колеса 12х1.5 кл.19 | КГ-00708 Болт колеса М14*1.5/28 (шестигран. конус)"
legacy_tormoznaya-sistema_shlangi|шланг-торм|tormoznaya-sistema|shlangi,shlangi,GROUP_REVIEW,13,tormoznaya-sistema,shlangi,0.86,1,8,"ИН-00403 Шланг торм. М10х1х340 пер. GOLFII/PASSAT | ИН-00405 Шланг торм. М10х1х285мм пер. А80/90 (F188 | ИН-00406 Шланг торм. М10х1х185 зад. GOLFII/PASSAT | ИН-00410 Шланг торм. FORD FOCUS II зад. механич. | ИН-00615 6Т46564 Шланг тормоз. М10х1х260 зад. А1 | Р-00094 Шланг торм. перед. 2110, 2170 ""Fenox"" | ТСГ-00668 Шланг тормоз. Г-зон NEXT перед. армир. | ИН-00408 Шланг торм. М10х1х295мм А4/6 (F14042)"
interior|сиденье|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,12,kuzov-i-optika,elementy-salona,0.85,1,8,"А-00606 Сиденье 2105 | А-00900 Сиденье детское (9-36 кг) | А-00904 Сиденье детское (9-36 кг) | А-01757 Накидка на сиденье ""КОТО"" | А-01934 Накидка на сиденье ""ALCANTRA"" | КР-00368 Сиденье 2107 перед. лев., прав. (за 1 шт) | КР-00369 Сиденье Нива 21213 перед. лев., пр.(1шт.) | КР-00370 Сиденье 2109 перед. лев., прав. (за 1 шт)"
legacy_aksessuary_avtohimiya|присадк|aksessuary|avtohimiya,avtohimiya,GROUP_REVIEW,12,aksessuary,avtohimiya,0.82,1,8,"ГСМ-01291 Присадка ""Супротек"" оригинал | ГСМ-01315 Присадка ""Супротек"" для МКПП | ГСМ-01524 Присадка для автомашин с большим пробегом, 250 мл | ГСМ-00471 Многофункц. присадка д/диз. топлива | ГСМ-00493 ""Манул"" Присадка в трансмиссию, 20 гр. | ГСМ-00606 Присадка двигателя ""Ресурс"" | ГСМ-00607 Присадка транс. ""Ресурс"" | ГСМ-00920 Присадка Антидым HG2241"
legacy_aksessuary_kovriki|ковры|aksessuary|kovriki,kovriki,GROUP_REVIEW,12,aksessuary,kovriki,0.82,1,8,"А-00942 Ковры передние 01/213/2170/1118/2114/2115/ | А-00234 Ковры в салон AVS SK-01 универсальные (4 предм.) | А-00931 Ковры в салон 3D АКЦИЯ! - 4 предмета | А-01602 Ковры 5D ""Модельные"" | А-01853 3D ковры EVA для Renault Logan 2014/Hyunda | А-02064 3D ковры EVA для Lada Priora черный подлож | А-02253 Ковры в салон AVS SK-02 универсальные (перед.), 2 предм. | КЗ-00365 Ковры пола УАЗ-469 КПП 4-ступ. ковролин"
body_decor|дефлектор|kuzov-i-optika|obves-i-dekor,Обвес и декор,GROUP_REVIEW,11,kuzov-i-optika,obves-i-dekor,0.87,1,8,"А-01608 Дефлекторы КАМАЗ, МАЗ (большие) | А-00397 Дефлектор Нива | А-00530 Дефлектор салонный 2101-06 (2 шт) | КЗ-00915 Дефлектор панели приб. УАЗ-3163, Патриот | КЗ-01059 Дефлектор двери УАЗ-3163, Патриот (4 шт) | КЗ-01060 Дефлектор двери УАЗ-Хантер (4 шт) клеящ. | КЗ-01106 Дефлектор панели приборов УАЗ-ПРОФИ бок. | КЗ-01112 Дефлектор панели приборов УАЗ-ПРОФИ бок."
legacy_tormoznaya-sistema_barabany|барабан|tormoznaya-sistema|barabany,barabany,GROUP_REVIEW,11,tormoznaya-sistema,barabany,0.88,1,8,"ИН-00343 Задние барабаны ДЭУ-Матиз, 1 шт | ИН-00900 SFK358 Рем.к-т барабан. тор. механизма HY | ИН-01362 7950795 Рем.к-т барабан. торм. механизм | КГ-01123 Винт крепления тормоз. барабана Г-33104 "" | ТС-00127 Барабан торм. чугун. Renault Logan (04-) c ABS d=203 (2 шт) | ТС-00270 Барабан торм. чугун. Renault Logan (04-) без ABS d=180 (2 шт) | ТС-00301 Барабан торм. чугун. Hyundai Solaris d=203 (2 шт) | ТС-00310 Трос ручного тормоза (барабан. система) Веста, X-RAY 845006880 оригинал, за 1 шт"
fuel_system|топливный|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,10,dvigatel-i-transmissiya,toplivnaya-sistema,0.872,1,8,"ИН-01166 1115203200 Насос топливный электрически | ДВ-00771 Шланг Ларгус длинный топливный | ДВГ-01957 Насос топливный электрический ГАЗ 3110 с кронштейном | ДВГ-01958 Насос топливный электрический ГАЗЕЛЬ (110 л.м) ""Хофер"" | КГ-00948 Кран топливный латунный | КГ-01344 Штуцер топливный д.10 пластик прямой | РКП-00199 Фитинг топливный дизельный Е-1 | РКП-00200 Фитинг топливный дизельный Е-2"
interior|консоль|kuzov-i-optika|elementy-salona,Элементы салона,GROUP_REVIEW,10,kuzov-i-optika,elementy-salona,0.85,1,8,А-00014 Консоль 2106 | А-00288 Консоль Приора серебро | А-00687 Консоль Нива 21213 | А-00195 Консоль 2107 (пустая) | А-00724 Консоль 2105 | А-01210 Консоль Калина (пустая) | А-01641 Консоль Приора н/о | КР-00465 Консоль Приора 2170 пустая
legacy_aksessuary_avtohimiya|автошамп|aksessuary|avtohimiya,avtohimiya,GROUP_REVIEW,10,aksessuary,avtohimiya,0.82,1,8,"ГСМ-00130 Маннол Автошампунь 1л | ГСМ-00200 Автошампунь с воском 1 л AVS | ГСМ-00648 Автошампунь для б/к мойки AVS ""Active Foam Brilliant"" 1:4-7 PF-205 BLUE, 20 кг | ГСМ-00253 Автошампунь 0,5 л | ГСМ-00605 Автошампунь ""Металлик"" 1 л AVS AVK-702 | ГСМ-00806 Автошампунь для б/к мойки AVS ""Active Foam"", 5,5 кг | ГСМ-00955 GRASS Автошампунь ""Универсал"" с ароматом апельсина 500 мл | ГСМ-01478 3Тон Автошампунь с воском, 500 мл AVS"
legacy_aksessuary_bezopasnost|огнетуш|aksessuary|bezopasnost,bezopasnost,GROUP_REVIEW,10,aksessuary,bezopasnost,0.82,1,8,"А-01131 Огнетушитель (Россия) ОУ-5, 5 л | А-02184 Огнетушитель порошковый ОП-4 (з) 5,6 кг | А-02295 FELIX Огнетушитель порошковый ОП-2(3)-АВСЕ | А-02365 Огнетушитель ОП-4 (АВСЕ) | А-00450 Огнетушитель | А-00692 Огнетушитель порошковый ОП-5 с манометром | А-00925 Огнетушитель углекислотный d=108 мм | А-02458 Огнетушитель 1 кг"
exhaust|пламегаситель|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,GROUP_REVIEW,9,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.89,1,8,"Г-00599 Пламегаситель стронгер 45*400 с перфор.-диффузором ""CBD"" STAL113 | Г-00633 Пламегаситель коллекторный диссипативный D=57х110мм L=100мм CBD510.010 | Г-00600 Пламегаситель стронгер 45*550 с перфор.-диффузором ""CBD"" STAL114 | Г-00601 Пламегаситель стронгер 50*300 с перфор.-диффузором ""CBD"" STAL115 | Г-00602 Пламегаситель стронгер 50*400 с перфор.-диффузором ""CBD"" STAL116 | Г-00603 Пламегаситель стронгер 50*550 с перфор.-диффузором ""CBD"" STAL117 | Г-00604 Стронгер пламегаситель жаброобразный 76х50мм L=400мм STAL101 | Г-00621 Пламегаситель коллекторный диссилативный UNIVERSAL D=57х100 мм L=100мм CBD510.003"
wiper|щетки|aksessuary|prochie-aksessuary,Стеклоочистители,GROUP_REVIEW,9,aksessuary,prochie-aksessuary,0.9,1,8,"А-00842 ""Bremax"" WB-6055 РТ Щетки с/о 60+55 Volvo | А-00929 ""Bremax"" WB-6040 PBN Щетки с/о 60+40 VW Po | А-01614 ""Bremax"" WB-6048 PB Щетки с/о 60+48 VW | А-02077 ""Bremax"" WB-6543 SР Щетки с/о 65+43 Ford, | А-02174 ""Bremax"" WB-7373 РВТ Щетки с/о 73+73 Ford Focus-3 | ИН-01071 3 397 118 977 Щетки плоские к-т Ford Fo | ИН-01386 3 397 118 996 Щетки | ИН-01640 ТТ53051 Щётки LANCER"
ball_joint|шаров|podveska|sharovye-opory,Шаровые опоры,GROUP_REVIEW,9,podveska,sharovye-opory,0.91,1,8,ГСМ-01855 Смазка для шаровых опор синт. 30 г ВМПАВТО | И-00633 Съёмник рулевых и шаровых опор универсальный малый Н19-45мм | И-00017 Съёмник шаровых Ваз 2108 | И-00500 Съёмник шаровой универсал | И-01537 Съёмник шаровых опор ВАЗ 2101-07 солдатик 12393 | И-02100 Съёмник рулевых и шаровых опор П-обр. А=28мм Н=28-50мм АД41502 | И-02102 Съёмник рулевых и шаровых опор П-обр. А=33мм Н=33-64мм | К-00492 Набор крепленя верхнего рычага и шаровой (
legacy_podveska_prochaya-podveska|краб|podveska|prochaya-podveska,prochaya-podveska,GROUP_REVIEW,9,podveska,prochaya-podveska,0.82,1,8,"КР-00011 Площадка краба 2108 | ХС-00363 Крабы 2108 усиленные (импорт.), за 1 шт | К-00208 Шайба краба 2108 | К-00359 Усилитель краба 2108 (за 1 шт) | К-00363 Гайка сварная М 10 площадки краба 2108 | К-00711 Шайба ""краба"" 2108 перед. | КР-00251 Площадка краба 2108 | ХС-00182 Краб ВАЗ 2108-09 усиленный"
legacy_podveska_shlangi-gur|трубка-гур|podveska|shlangi-gur,shlangi-gur,GROUP_REVIEW,9,podveska,shlangi-gur,0.86,1,8,ТСГ-00476 Трубка ГУРа Зил-Бычок | ХСГ-00888 Трубка нагнетательная ГУРа Валдай | ХСГ-01224 Трубка ГУР низкого давления (116) | ХСГ-00380 Трубка КАМАЗ ГУР высокого давлен. насоса | ХСГ-00510 Трубка КАМАЗ ГУР низкого давления (116) | ХСГ-00511 Трубка КАМАЗ ГУР низкого давления (054) | ХСГ-00889 Трубка ГУРа всасывающая Валдай | ХСГ-01195 Трубка КАМАЗ 6520 высокого давления Гура
legacy_tormoznaya-sistema_tormoznye-shtucery|штуцер-прокач|tormoznaya-sistema|tormoznye-shtucery,tormoznye-shtucery,GROUP_REVIEW,9,tormoznaya-sistema,tormoznye-shtucery,0.86,1,8,"ЗЧМ-00644 Штуцер прокачки тормозов Москвич 412 | ИН-00171 Штуцер прокачки М6*1*29 (AUDI,BMW,SAABVW) | ИН-00172 Штуцер прокачки М6*1*38 (AUDI,SUBARU,VW) | ИН-00173 Штуцер прокачки М8*1*32 (FORD,MAZDA) | ИН-00174 Штуцер прокачки М8*1*33 (MAZDA,OPEL) | ИН-00175 Штуцер прокачки М8*1*38 (MAZDA) | ИН-01561 87703 Штуцер прокачки М7х1 | К-00035 Штуцер прокачки ВАЗ 01-08"
automotive_bulb|лампочка|elektrika|lampy,Лампы,GROUP_REVIEW,8,elektrika,lampy,0.935,1,8,"ИН-00568 Лампочка светодиодная б/цок. мал. | ИН-00620 Лампочка ""Нарва"" 3W | ЭО-00467 Лампочка салонная 2110 | ЭО-00754 Лампочка Т088В Т20/белый/(W3*16q) CANBUS 6SMD 3030, 2 contact | ЭО-00955 ""Филлипс"" лампочка красная 2-х конт. | ЭО-01153 Лампочка ""Филлипс"" HIR 2, 1 шт | ЭО-01452 Светодиодная лампочка Т050В Т20/белый/(W3*16q) 18SMD 5050 2 contact | ЭОГ-00131 Лампочка 24 V"
wiring|жгут|elektrika|provodka,Проводка,GROUP_REVIEW,8,elektrika,provodka,0.87,1,8,"А-00119 Клей резиновый для жгутиков | А-02462 Набор для ремонта шин AVS RK-605 (клей, 5 жгутов) | ДВ-00607 Жгут форсунок Шеви-Нива 21214 | ЭО-00446 Жгут модуля зажигания дв. 1.6 | ЭО-00956 Жгут бензонасоса | ЭО-01307 Жгут катушки зажигания Веста, X-RAY, Ларгус (21129-3724148-00) дв. ВАЗ 1.6 16 кл. | ЭО-01372 Жгут катушек зажигания Приора | ЭО-01419 Жгут катушек зажигания Приора (электрон. педаль)"
misc_accessories|прицепное|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,8,aksessuary,prochie-aksessuary,0.85,1,8,"Г-00030 Прицепное Шеви-Нива | Г-00138 Прицепное Газель 3302/2705 | Г-00142 Прицепное УАЗ | Г-00178 Прицепное Газель цельн. металл | Г-00514 Прицепное Шеви-Нива (съёмный шар) | Г-00096 Прицепное ВАЗ 2110, 2111, 2112 универсал | Г-00213 Прицепное УАЗ-Хантер | Г-00221 Прицепное Калина"
fuel_system|трубка-топлив|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,8,dvigatel-i-transmissiya,toplivnaya-sistema,0.86,1,8,ДВ-00573 Трубка топливной рампы Приора (за 1 шт) | ДВГ-01540 Трубка топлив. от э/бензонасоса к ФТОТ УАЗ-3741 (дв.4091) Е-3 | ДВГ-01560 Трубка топлив. УАЗ подачи топлива от ФТОТ | ДВГ-01646 Трубка топлив. УАЗ от э/б.насоса к ФТОТ | ДВГ-01670 Трубка топлив. УАЗ слива топлива к струйн. насосу | ДВГ-01800 Трубка подачи топлива от фильтра тонкой | ДВГ-02130 Трубка слива топлива с двигателя Г-зон NEXT (дв. ЯМЗ-5340) | ДВГ-02136 Трубка подвода топлива от ТНВД к ФТО Г-зон NEXT (дв.ЯМЗ-5344) ЕВРО-5
legacy_aksessuary_avtohimiya|разморажив|aksessuary|avtohimiya,avtohimiya,GROUP_REVIEW,8,aksessuary,avtohimiya,0.82,1,8,"ГСМ-00231 LAVR 1302 Размораживатель стекол и замков-тригер -80С, 0,495 л | ГСМ-00857 ЭЛТРАНС (EL-0603.02) Размораживатель замков, аэрозоль | ГСМ-01148 Размораживатель дизельного топлива 946 м | ГСМ-01347 new LAVR 2133 Размораживатель диз. топлива | ГСМ-00621 ""Астрохим"" Размораживатель замков | ГСМ-00633 Размораживатель стекол и замков | ГСМ-01613 Размораживатель замков со смазкой FN1199 | ГСМ-01632 Размораживатель стёкол и замков ""антилед"" (аэрозоль), 210 мл AVS AVK-730"
legacy_kuzov-i-optika_fary|подфарник|kuzov-i-optika|fary,fary,GROUP_REVIEW,8,kuzov-i-optika,fary,0.82,1,8,"О-00013 Подфарник 2101 мет. пласт. | А-00438 Подставка подфарника Нива | А-02322 Подфарники Нива 04, 2 шт | О-00010 Подфарник 2101 желтый | О-00018 Подфарник 2106 | О-00572 Подфарники передние Нива н. обр. (к-т, 2 ш | О-00873 Подфарники Нива н/о | ОК-00164 Подфарник ОКА"
legacy_dvigatel-i-transmissiya_kpp|ремкомплект-коробки|dvigatel-i-transmissiya|kpp,kpp,GROUP_REVIEW,8,dvigatel-i-transmissiya,kpp,0.86,1,8,"ЗЧМ-00024 Ремкомплект коробки Москвич 2140 | ЗКГ-00085 Ремкомплект коробки УАЗ | ЗКГ-00164 Ремкомплект коробки УАЗ нов. обр. | ЗЧМ-00010 Ремкомплект коробки Москвич 2140 | ЗЧМ-00324 Ремкомплект коробки 2141 | ЗЧМ-00348 Ремкомплект коробки Москвич (штоки) | КП-00014 Ремкомплект коробки Нива,2101-07 | КП-00027 Ремкомплект коробки 2108"
legacy_aksessuary_prochie-aksessuary|ремень-крепления|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,8,aksessuary,prochie-aksessuary,0.86,1,8,"И-00296 Ремень крепления груза Автовоз 2.4 м 4т. | И-00297 Ремень крепления груза Автовоз 6м. 4т. шир | И-01810 Ремень крепления груза 5 м 0,3-0,6 т 25мм (к-т 2 шт) | И-00406 Ремень крепления груза 10 м 5-10 т | И-01405 Ремень крепления груза 8м 5-10 т | И-01823 Ремень крепления груза (широкий 75мм) 12м, 8-16 т 1/2 DA-00614 | И-01996 Ремень крепления груза 12м 5-10т красный | И-01997 Ремень крепления груза широкий 75 мм 10 м 10,5-21т"
legacy_tormoznaya-sistema_ruchnoy-tormoz|трос-руч|tormoznaya-sistema|ruchnoy-tormoz,ruchnoy-tormoz,GROUP_REVIEW,8,tormoznaya-sistema,ruchnoy-tormoz,0.86,1,8,"ИН-00554 Трос ручн.лев.пр.3653195FOA,3653095FOA | ТСГ-00748 Трос руч. тормоза Г-3307,3309 н/о | ТСГ-00327 Трос ручн. центр удл тормоза ГАЗ-3302 | ТСГ-00562 Трос руч. тормоза ГАЗ-3302 NEXT центр.станд | ТСГ-00563 Трос руч. тормоза ГАЗ-3302 NEXT центр.удлин. | ТСГ-00611 Трос ручн. тормоза УАЗ-Патриот лев./прав | ТСГ-00839 Трос руч. тормоза УАЗ-Патриот, PICKUP центр. перед. с 2019 г. с АКПП | ТСГ-00840 Трос руч. тормоза УАЗ-PICKUP центр. рестайлинг с 2017 г. в."
legacy_aksessuary_shiny-i-diski|гайка-колеса|aksessuary|shiny-i-diski,shiny-i-diski,GROUP_REVIEW,8,aksessuary,shiny-i-diski,0.86,1,8,"ИН-01533 Гайка крепления колеса М14х1,5 | К-00626 Гайка М12*1.25 колеса ""Шевроле-Нива"" | КГ-00085 Гайка колеса ГАЗ-53 зад. правая, левая | КГ-00100 Гайка колеса ГАЗ-4301 | КГ-00494 Гайка М22*1.5 колеса КАМАЗ-Евро | КГ-00626 Гайка колеса УАЗ-Патриот выс. под литой д | КГ-00645 Гайка колеса КАМАЗ (усил.) | ХСГ-00448 Шпилька + гайка колеса КАМАЗ"
engine_parts|поршень|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,7,dvigatel-i-transmissiya,detali-dvigatelya,0.889,1,7,ДВГ-00782 Гильза+поршень ГАЗ-53 в сборе б/колец | ДВГ-01748 Гильза+поршень ЗИЛ-130 | Р-00021 Поршень+гильза Волга 402 дв. | ДВГ-00506 Поршень + гильза + палец Волга | ДВГ-00507 Комплект (гильза + поршень + палец) УАЗ | СЦГ-00065 Поршень рабочего цилиндра сцепления ГАЗ- | СЦГ-00081 Поршень рабочего цилиндра сцепления УАЗ
engine_parts|кольцо-поршн|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,7,dvigatel-i-transmissiya,detali-dvigatelya,0.86,1,7,ДВ-00620 Стопорное кольцо поршневого пальца Калина | ДВ-00783 Кольцо стопорное поршневого пальца Веста | ДВГ-00155 Стопорное кольцо поршня ГАЗ | ДВГ-00819 Кольцо стопорное поршневого пальца дв.40 | ДВГ-01070 Кольцо стопор. поршня ЗИЛ-Бычок | К-00330 Стопорное кольцо поршневого пальца Нива-Та | КГ-00811 Кольцо стопорное пальца поршневого 100402
cooling|диффузор|dvigatel-i-transmissiya|ohlazhdenie,Охлаждение,GROUP_REVIEW,7,dvigatel-i-transmissiya,ohlazhdenie,0.86,1,7,Г-00665 Стронгер с перфорированным диффузором CBD. STAL112 | ДВ-00134 Диффузор 2110 | ДВ-00135 Диффузор 2108 | ДВ-00168 Диффузор 2106 | ДВ-00319 Кронштейн диффузора Нива | КР-00351 Диффузор Нива (внешний) | КР-00619 Диффузор под электровентилятор ВАЗ 2107 инжектор
electrical_misc|электростеклоподъемник|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,7,elektrika,prochaya-elektrika,0.85,1,7,"КР-00304 Электростеклоподъёмник 04-05-07 (за 2 шт) | КР-00305 Электростеклоподъёмник 2106 (за 2 шт) | КР-00308 Электростеклоподъёмник Нива 21213 (за 2 ш | КР-00357 Электростеклоподъёмник Шеви-Нива лев., пр | КР-00306 Электростеклоподъёмник 2108 (за 2 шт) | КР-00307 Электростеклоподъёмник 2110 (за 2 шт) | КР-00353 Кронштейн электростеклоподъемника"
legacy_aksessuary_bezopasnost|аптечк|aksessuary|bezopasnost,bezopasnost,GROUP_REVIEW,7,aksessuary,bezopasnost,0.82,1,7,"А-01019 Аптечка ""Салют"" | А-02384 Аптечка первой помощи (автомобильная) ""АСТРА"" | А-00193 Аптечка | А-02092 Аптечка Фэст № 5 | А-02160 Аптечка н/о ""Медсестра"" эконом | А-02338 Аптечка первой помощи (автомобильная) ""МИРАЛ"" | А-02391 Аптечка Фэст №5 новый состав"
legacy_kuzov-i-optika_emblemy|знак|kuzov-i-optika|emblemy,emblemy,GROUP_REVIEW,7,kuzov-i-optika,emblemy,0.82,1,7,"А-01068 Знак ""Учебная машина"" с подсветкой | А-01828 Знак ""Ш"" ГОСТ наруж. (20*20) на присоске | А-00550 Дублирующий номер знака | А-00934 Дублирующий знак ""Регион"" | А-01265 Знак ""Тихоходная техника"" | А-02225 Знак Рено большой | КЗ-00932 Знак модификации 5320 8212074-02-5320"
legacy_aksessuary_instrumenty|зубило|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,7,aksessuary,instrumenty,0.82,1,7,И-00118 Зубило | И-00161 Зубило чёрное | И-00447 Зубило | И-01272 Зубило 240мм 1/6 | И-01273 Зубило 300мм | И-01684 Зубило 300мм | И-01736 Зубило 150*15мм Дело Техники
